movie_id,release_date,year,month,quarter,day_of_week
605,2003-11-05 00:00:00,2003,11,4,Wednesday
109445,2013-11-27 00:00:00,2013,11,4,Wednesday
604,2003-05-15 00:00:00,2003,5,2,Thursday
76338,2013-10-29 00:00:00,2013,10,4,Tuesday
76341,2015-05-13 00:00:00,2015,5,2,Wednesday
13448,2009-05-13 00:00:00,2009,5,2,Wednesday
10195,2011-04-21 00:00:00,2011,4,2,Thursday
13053,2008-11-21 00:00:00,2008,11,4,Friday
19585,2009-07-21 00:00:00,2009,7,3,Tuesday
57165,2012-03-27 00:00:00,2012,3,1,Tuesday
62213,2012-05-08 00:00:00,2012,5,2,Tuesday
177677,2015-07-23 00:00:00,2015,7,3,Thursday
7978,2010-02-11 00:00:00,2010,2,1,Thursday
5559,2007-10-28 00:00:00,2007,10,4,Sunday
49444,2011-05-25 00:00:00,2011,5,2,Wednesday
10196,2010-06-30 00:00:00,2010,6,2,Wednesday
956,2006-05-03 00:00:00,2006,5,2,Wednesday
117251,2013-06-27 00:00:00,2013,6,2,Thursday
50321,2011-03-09 00:00:00,2011,3,1,Wednesday
11619,2006-10-22 00:00:00,2006,10,4,Sunday
266647,2015-09-24 00:00:00,2015,9,3,Thursday
82703,2014-02-07 00:00:00,2014,2,1,Friday
652,2004-05-13 00:00:00,2004,5,2,Thursday
80321,2012-06-06 00:00:00,2012,6,2,Wednesday
36669,2002-11-17 00:00:00,2002,11,4,Sunday
43074,2016-07-14 00:00:00,2016,7,3,Thursday
95,1998-07-01 00:00:00,1998,7,3,Wednesday
608,2002-07-03 00:00:00,2002,7,3,Wednesday
2310,2007-11-05 00:00:00,2007,11,4,Monday
140300,2016-01-23 00:00:00,2016,1,1,Saturday
56292,2011-12-07 00:00:00,2011,12,4,Wednesday
81188,2012-11-21 00:00:00,2012,11,4,Wednesday
7552,2005-12-21 00:00:00,2005,12,4,Wednesday
616,2003-12-05 00:00:00,2003,12,4,Friday
147441,2014-12-03 00:00:00,2014,12,4,Wednesday
13475,2009-05-06 00:00:00,2009,5,2,Wednesday
557,2002-05-01 00:00:00,2002,5,2,Wednesday
82702,2014-06-12 00:00:00,2014,6,2,Thursday
205584,2016-02-25 00:00:00,2016,2,1,Thursday
10048,2005-07-28 00:00:00,2005,7,3,Thursday
13183,2009-03-05 00:00:00,2009,3,1,Thursday
944,1998-07-10 00:00:00,1998,7,3,Friday
1927,2003-06-19 00:00:00,2003,6,2,Thursday
72559,2013-03-26 00:00:00,2013,3,1,Tuesday
7364,2005-04-06 00:00:00,2005,4,2,Wednesday
2114,2001-07-02 00:00:00,2001,7,3,Monday
1771,2011-07-22 00:00:00,2011,7,3,Friday
36643,1999-11-08 00:00:00,1999,11,4,Monday
8619,2003-11-14 00:00:00,2003,11,4,Friday
50620,2012-11-13 00:00:00,2012,11,4,Tuesday
65759,2011-11-17 00:00:00,2011,11,4,Thursday
1724,2008-06-12 00:00:00,2008,6,2,Thursday
267935,2016-06-01 00:00:00,2016,6,2,Wednesday
281957,2015-12-25 00:00:00,2015,12,4,Friday
77950,2013-07-11 00:00:00,2013,7,3,Thursday
44896,2011-03-02 00:00:00,2011,3,1,Wednesday
270946,2014-11-22 00:00:00,2014,11,4,Saturday
2503,2007-08-03 00:00:00,2007,8,3,Friday
9502,2008-06-04 00:00:00,2008,6,2,Wednesday
102899,2015-07-14 00:00:00,2015,7,3,Tuesday
101299,2013-11-15 00:00:00,2013,11,4,Friday
228161,2015-03-18 00:00:00,2015,3,1,Wednesday
74,2005-06-28 00:00:00,2005,6,2,Tuesday
8961,2003-07-18 00:00:00,2003,7,3,Friday
417859,2011-10-28 00:00:00,2011,10,4,Friday
27576,2010-07-21 00:00:00,2010,7,3,Wednesday
86834,2014-03-20 00:00:00,2014,3,1,Thursday
17578,2011-10-25 00:00:00,2011,10,4,Tuesday
673,2004-05-31 00:00:00,2004,5,2,Monday
6972,2008-11-18 00:00:00,2008,11,4,Tuesday
82700,2013-05-30 00:00:00,2013,5,2,Thursday
10567,2000-05-19 00:00:00,2000,5,2,Friday
181533,2014-12-17 00:00:00,2014,12,4,Wednesday
38055,2010-10-28 00:00:00,2010,10,4,Thursday
671,2001-11-16 00:00:00,2001,11,4,Friday
49524,2013-07-18 00:00:00,2013,7,3,Thursday
22,2003-07-09 00:00:00,2003,7,3,Wednesday
131631,2014-11-18 00:00:00,2014,11,4,Tuesday
591,2006-05-17 00:00:00,2006,5,2,Wednesday
172385,2014-03-19 00:00:00,2014,3,1,Wednesday
36658,2003-04-24 00:00:00,2003,4,2,Thursday
51497,2011-04-20 00:00:00,2011,4,2,Wednesday
58574,2011-11-22 00:00:00,2011,11,4,Tuesday
18823,2010-04-01 00:00:00,2010,4,2,Thursday
861,1990-06-01 00:00:00,1990,6,2,Friday
1911,1999-08-27 00:00:00,1999,8,3,Friday
49040,2012-08-08 00:00:00,2012,8,3,Wednesday
415,1997-06-20 00:00:00,1997,6,2,Friday
8871,2000-11-17 00:00:00,2000,11,4,Friday
435,2004-05-26 00:00:00,2004,5,2,Wednesday
955,2000-05-24 00:00:00,2000,5,2,Wednesday
2133,2000-03-15 00:00:00,2000,3,1,Wednesday
1979,2007-06-13 00:00:00,2007,6,2,Wednesday
87827,2012-11-20 00:00:00,2012,11,4,Tuesday
1250,2007-02-16 00:00:00,2007,2,1,Friday
324668,2016-07-27 00:00:00,2016,7,3,Wednesday
9471,2003-06-27 00:00:00,2003,6,2,Friday
70981,2012-05-30 00:00:00,2012,5,2,Wednesday
10996,2002-07-19 00:00:00,2002,7,3,Friday
68724,2013-08-07 00:00:00,2013,8,3,Wednesday
2789,2004-06-11 00:00:00,2004,6,2,Friday
97020,2014-01-30 00:00:00,2014,1,1,Thursday
7459,2008-05-09 00:00:00,2008,5,2,Friday
42888,2010-12-17 00:00:00,2010,12,4,Friday
37834,2010-06-15 00:00:00,2010,6,2,Tuesday
75612,2013-04-10 00:00:00,2013,4,2,Wednesday
1895,2005-05-17 00:00:00,2005,5,2,Tuesday
1894,2002-05-15 00:00:00,2002,5,2,Wednesday
585,2001-11-01 00:00:00,2001,11,4,Thursday
76170,2013-07-23 00:00:00,2013,7,3,Tuesday
1893,1999-05-19 00:00:00,1999,5,2,Wednesday
49519,2013-03-20 00:00:00,2013,3,1,Wednesday
2395,2008-01-13 00:00:00,2008,1,1,Sunday
12100,2002-06-14 00:00:00,2002,6,2,Friday
290595,2016-04-06 00:00:00,2016,4,2,Wednesday
98566,2014-08-07 00:00:00,2014,8,3,Thursday
49047,2013-09-27 00:00:00,2013,9,3,Friday
9619,1997-02-07 00:00:00,1997,2,1,Friday
308531,2016-06-01 00:00:00,2016,6,2,Wednesday
166424,2015-08-05 00:00:00,2015,8,3,Wednesday
1593,2006-10-20 00:00:00,2006,10,4,Friday
254128,2015-05-27 00:00:00,2015,5,2,Wednesday
714,1997-12-11 00:00:00,1997,12,4,Thursday
2024,2000-06-28 00:00:00,2000,6,2,Wednesday
163,2004-12-09 00:00:00,2004,12,4,Thursday
787,2005-06-07 00:00:00,2005,6,2,Tuesday
262500,2015-03-18 00:00:00,2015,3,1,Wednesday
2567,2004-12-17 00:00:00,2004,12,4,Friday
38745,2010-12-25 00:00:00,2010,12,4,Saturday
40805,2011-01-12 00:00:00,2011,1,1,Wednesday
53182,2014-03-05 00:00:00,2014,3,1,Wednesday
41513,2011-07-29 00:00:00,2011,7,3,Friday
13700,2004-04-02 00:00:00,2004,4,2,Friday
262504,2016-03-09 00:00:00,2016,3,1,Wednesday
39254,2011-09-28 00:00:00,2011,9,3,Wednesday
77931,2013-07-30 00:00:00,2013,7,3,Tuesday
1639,1997-06-13 00:00:00,1997,6,2,Friday
80274,2013-10-23 00:00:00,2013,10,4,Wednesday
1571,2007-06-20 00:00:00,2007,6,2,Wednesday
120,2001-12-18 00:00:00,2001,12,4,Tuesday
10204,2004-06-16 00:00:00,2004,6,2,Wednesday
8489,2001-12-11 00:00:00,2001,12,4,Tuesday
10588,2003-11-21 00:00:00,2003,11,4,Friday
2048,2004-07-15 00:00:00,2004,7,3,Thursday
1495,2005-05-03 00:00:00,2005,5,2,Tuesday
10137,1999-12-17 00:00:00,1999,12,4,Friday
10198,2009-12-08 00:00:00,2009,12,4,Tuesday
286217,2015-09-30 00:00:00,2015,9,3,Wednesday
1635,2005-07-20 00:00:00,2005,7,3,Wednesday
24113,2001-04-27 00:00:00,2001,4,2,Friday
9679,2000-06-09 00:00:00,2000,6,2,Friday
98,2000-05-01 00:00:00,2000,5,2,Monday
180,2002-06-20 00:00:00,2002,6,2,Thursday
672,2002-11-13 00:00:00,2002,11,4,Wednesday
36557,2006-11-14 00:00:00,2006,11,4,Tuesday
869,2001-07-25 00:00:00,2001,7,3,Wednesday
280,1991-07-01 00:00:00,1991,7,3,Monday
11322,2009-07-01 00:00:00,2009,7,3,Wednesday
4982,2007-11-02 00:00:00,2007,11,4,Friday
36955,1994-07-14 00:00:00,1994,7,3,Thursday
18487,2009-06-11 00:00:00,2009,6,2,Thursday
39451,2010-12-21 00:00:00,2010,12,4,Tuesday
27581,2010-08-06 00:00:00,2010,8,3,Friday
9268,1996-06-21 00:00:00,1996,6,2,Friday
68718,2012-12-25 00:00:00,2012,12,4,Tuesday
10545,1996-06-21 00:00:00,1996,6,2,Friday
11688,2000-12-09 00:00:00,2000,12,4,Saturday
76163,2012-08-08 00:00:00,2012,8,3,Wednesday
2059,2004-11-19 00:00:00,2004,11,4,Friday
2486,2006-12-14 00:00:00,2006,12,4,Thursday
16523,2009-10-16 00:00:00,2009,10,4,Friday
116711,2013-05-15 00:00:00,2013,5,2,Wednesday
37710,2010-12-08 00:00:00,2010,12,4,Wednesday
9946,1999-11-24 00:00:00,1999,11,4,Wednesday
1372,2006-12-07 00:00:00,2006,12,4,Thursday
106646,2013-12-25 00:00:00,2013,12,4,Wednesday
414,1995-05-31 00:00:00,1995,5,2,Wednesday
563,1997-11-06 00:00:00,1997,11,4,Thursday
83542,2012-10-26 00:00:00,2012,10,4,Friday
41216,2010-07-10 00:00:00,2010,7,3,Saturday
314,2004-07-22 00:00:00,2004,7,3,Thursday
184315,2014-07-23 00:00:00,2014,7,3,Wednesday
9016,2002-11-26 00:00:00,2002,11,4,Tuesday
18162,2009-06-05 00:00:00,2009,6,2,Friday
138103,2014-08-04 00:00:00,2014,8,3,Monday
257088,2015-12-03 00:00:00,2015,12,4,Thursday
10214,2005-02-18 00:00:00,2005,2,1,Friday
205775,2015-11-20 00:00:00,2015,11,4,Friday
11692,2002-08-15 00:00:00,2002,8,3,Thursday
22972,2010-03-11 00:00:00,2010,3,1,Thursday
227973,2015-11-05 00:00:00,2015,11,4,Thursday
29193,1997-09-08 00:00:00,1997,9,3,Monday
1734,2001-04-28 00:00:00,2001,4,2,Saturday
3131,2002-12-14 00:00:00,2002,12,4,Saturday
76758,2011-12-15 00:00:00,2011,12,4,Thursday
9408,2007-06-08 00:00:00,2007,6,2,Friday
9890,2004-06-10 00:00:00,2004,6,2,Thursday
855,2001-12-28 00:00:00,2001,12,4,Friday
77953,2012-08-09 00:00:00,2012,8,3,Thursday
18,1997-05-07 00:00:00,1997,5,2,Wednesday
37786,2010-05-26 00:00:00,2010,5,2,Wednesday
10501,2000-03-31 00:00:00,2000,3,1,Friday
57800,2012-06-26 00:00:00,2012,6,2,Tuesday
150689,2015-03-12 00:00:00,2015,3,1,Thursday
7980,2009-12-26 00:00:00,2009,12,4,Saturday
12,2003-05-30 00:00:00,2003,5,2,Friday
122,2003-12-01 00:00:00,2003,12,4,Monday
121,2002-12-18 00:00:00,2002,12,4,Wednesday
68737,2014-12-12 00:00:00,2014,12,4,Friday
1995,2001-06-11 00:00:00,2001,6,2,Monday
157353,2014-04-16 00:00:00,2014,4,2,Wednesday
331,2001-07-18 00:00:00,2001,7,3,Wednesday
61791,2011-08-03 00:00:00,2011,8,3,Wednesday
8204,2008-02-14 00:00:00,2008,2,1,Thursday
47964,2013-02-06 00:00:00,2013,2,1,Wednesday
10733,2004-04-07 00:00:00,2004,4,2,Wednesday
9806,2004-11-05 00:00:00,2004,11,4,Friday
1408,1995-12-22 00:00:00,1995,12,4,Friday
32657,2010-02-01 00:00:00,2010,2,1,Monday
607,1997-07-02 00:00:00,1997,7,3,Wednesday
863,1999-10-30 00:00:00,1999,10,4,Saturday
44048,2010-11-04 00:00:00,2010,11,4,Thursday
5175,2001-08-03 00:00:00,2001,8,3,Friday
2655,2000-07-21 00:00:00,2000,7,3,Friday
22794,2009-09-17 00:00:00,2009,9,3,Thursday
8355,2009-06-29 00:00:00,2009,6,2,Monday
116745,2013-12-18 00:00:00,2013,12,4,Wednesday
4327,2000-11-02 00:00:00,2000,11,4,Thursday
1422,2006-10-05 00:00:00,2006,10,4,Thursday
10674,1998-06-18 00:00:00,1998,6,2,Thursday
7446,2008-08-09 00:00:00,2008,8,3,Saturday
65754,2011-12-14 00:00:00,2011,12,4,Wednesday
1572,1995-05-19 00:00:00,1995,5,2,Friday
10528,2009-12-23 00:00:00,2009,12,4,Wednesday
271969,2016-08-17 00:00:00,2016,8,3,Wednesday
10865,2001-06-02 00:00:00,2001,6,2,Saturday
258509,2015-12-17 00:00:00,2015,12,4,Thursday
2253,2008-12-25 00:00:00,2008,12,4,Thursday
10661,2008-06-05 00:00:00,2008,6,2,Thursday
257344,2015-07-16 00:00:00,2015,7,3,Thursday
644,2001-06-29 00:00:00,2001,6,2,Friday
10756,2003-11-25 00:00:00,2003,11,4,Tuesday
686,1997-07-11 00:00:00,1997,7,3,Friday
9383,2000-08-04 00:00:00,2000,8,3,Friday
179,2005-04-08 00:00:00,2005,4,2,Friday
76285,2013-08-07 00:00:00,2013,8,3,Wednesday
1996,2003-07-21 00:00:00,2003,7,3,Monday
291805,2016-06-02 00:00:00,2016,6,2,Thursday
10003,1997-04-03 00:00:00,1997,4,2,Thursday
1535,2001-11-18 00:00:00,2001,11,4,Sunday
2067,2000-03-10 00:00:00,2000,3,1,Friday
46195,2011-04-03 00:00:00,2011,4,2,Sunday
2277,1999-12-17 00:00:00,1999,12,4,Friday
10357,1997-04-25 00:00:00,1997,4,2,Friday
4477,1997-03-12 00:00:00,1997,3,1,Wednesday
8665,2002-07-19 00:00:00,2002,7,3,Friday
9387,1982-04-02 00:00:00,1982,4,2,Friday
921,2005-06-02 00:00:00,2005,6,2,Thursday
49852,2010-11-24 00:00:00,2010,11,4,Wednesday
4464,2003-07-22 00:00:00,2003,7,3,Tuesday
664,1996-05-10 00:00:00,1996,5,2,Friday
8358,2000-12-22 00:00:00,2000,12,4,Friday
9836,2006-11-16 00:00:00,2006,11,4,Thursday
2502,2004-07-23 00:00:00,2004,7,3,Friday
9772,1997-07-25 00:00:00,1997,7,3,Friday
161,2001-12-07 00:00:00,2001,12,4,Friday
52451,2011-08-31 00:00:00,2011,8,3,Wednesday
76492,2012-09-20 00:00:00,2012,9,3,Thursday
4523,2007-11-20 00:00:00,2007,11,4,Tuesday
59961,2012-02-09 00:00:00,2012,2,1,Thursday
10481,2000-10-07 00:00:00,2000,10,4,Saturday
59108,2011-11-02 00:00:00,2011,11,4,Wednesday
1581,2006-12-08 00:00:00,2006,12,4,Friday
9798,1998-11-20 00:00:00,1998,11,4,Friday
22897,2009-12-23 00:00:00,2009,12,4,Wednesday
298,2007-06-07 00:00:00,2007,6,2,Thursday
7484,2006-09-29 00:00:00,2006,9,3,Friday
157350,2014-03-14 00:00:00,2014,3,1,Friday
853,2001-03-13 00:00:00,2001,3,1,Tuesday
10159,2003-09-26 00:00:00,2003,9,3,Friday
9593,1993-06-18 00:00:00,1993,6,2,Friday
1904,2005-12-06 00:00:00,2005,12,4,Tuesday
9615,2006-06-03 00:00:00,2006,6,2,Saturday
51052,2011-02-22 00:00:00,2011,2,1,Tuesday
297,1998-11-12 00:00:00,1998,11,4,Thursday
9884,2002-02-06 00:00:00,2002,2,1,Wednesday
16858,1979-12-20 00:00:00,1979,12,4,Thursday
62764,2012-03-15 00:00:00,2012,3,1,Thursday
22538,2010-07-27 00:00:00,2010,7,3,Tuesday
9341,2003-03-28 00:00:00,2003,3,1,Friday
12107,2000-07-27 00:00:00,2000,7,3,Thursday
9637,2002-06-14 00:00:00,2002,6,2,Friday
49049,2012-09-07 00:00:00,2012,9,3,Friday
9339,2006-06-22 00:00:00,2006,6,2,Thursday
16281,1982-11-12 00:00:00,1982,11,4,Friday
39691,2010-07-30 00:00:00,2010,7,3,Friday
8247,2008-02-10 00:00:00,2008,2,1,Sunday
11253,2008-07-11 00:00:00,2008,7,3,Friday
1949,2007-03-02 00:00:00,2007,3,1,Friday
8452,2000-11-17 00:00:00,2000,11,4,Friday
310,2003-05-23 00:00:00,2003,5,2,Friday
27578,2010-08-03 00:00:00,2010,8,3,Tuesday
954,1996-05-22 00:00:00,1996,5,2,Wednesday
70160,2012-03-12 00:00:00,2012,3,1,Monday
45243,2011-05-25 00:00:00,2011,5,2,Wednesday
364,1992-06-19 00:00:00,1992,6,2,Friday
7518,2006-04-22 00:00:00,2006,4,2,Saturday
11544,2002-06-21 00:00:00,2002,6,2,Friday
9986,2006-12-15 00:00:00,2006,12,4,Friday
8656,1998-05-08 00:00:00,1998,5,2,Friday
146216,2013-07-18 00:00:00,2013,7,3,Thursday
9291,2005-05-19 00:00:00,2005,5,2,Thursday
55301,2011-12-14 00:00:00,2011,12,4,Wednesday
109418,2013-07-11 00:00:00,2013,7,3,Thursday
11665,2008-06-19 00:00:00,2008,6,2,Thursday
6964,2003-12-12 00:00:00,2003,12,4,Friday
11324,2010-02-18 00:00:00,2010,2,1,Thursday
12193,2008-11-26 00:00:00,2008,11,4,Wednesday
9928,2005-03-10 00:00:00,2005,3,1,Thursday
754,1997-06-27 00:00:00,1997,6,2,Friday
10202,2008-12-24 00:00:00,2008,12,4,Wednesday
4147,2002-07-12 00:00:00,2002,7,3,Friday
50546,2011-02-10 00:00:00,2011,2,1,Thursday
1701,1997-06-01 00:00:00,1997,6,2,Sunday
13027,2008-09-25 00:00:00,2008,9,3,Thursday
2289,2003-12-24 00:00:00,2003,12,4,Wednesday
20504,2010-01-14 00:00:00,2010,1,1,Thursday
9574,1997-11-26 00:00:00,1997,11,4,Wednesday
11618,1999-07-23 00:00:00,1999,7,3,Friday
2300,1996-11-15 00:00:00,1996,11,4,Friday
12096,2006-01-18 00:00:00,2006,1,1,Wednesday
10200,2008-12-10 00:00:00,2008,12,4,Wednesday
8834,1997-08-07 00:00:00,1997,8,3,Thursday
228150,2014-10-15 00:00:00,2014,10,4,Wednesday
6068,1998-06-12 00:00:00,1998,6,2,Friday
41515,2010-12-11 00:00:00,2010,12,4,Saturday
9023,2002-05-24 00:00:00,2002,5,2,Friday
38317,2011-07-06 00:00:00,2011,7,3,Wednesday
2157,1998-04-03 00:00:00,1998,4,2,Friday
14462,2004-07-30 00:00:00,2004,7,3,Friday
161795,1998-04-22 00:00:00,1998,4,2,Wednesday
159824,2015-09-21 00:00:00,2015,9,3,Monday
49948,1999-12-17 00:00:00,1999,12,4,Friday
2135,2002-03-04 00:00:00,2002,3,1,Monday
9822,1998-12-25 00:00:00,1998,12,4,Friday
9705,2001-06-07 00:00:00,2001,6,2,Thursday
1656,2005-10-24 00:00:00,2005,10,4,Monday
12159,1998-10-02 00:00:00,1998,10,4,Friday
9678,2000-11-10 00:00:00,2000,11,4,Friday
4442,2005-08-26 00:00:00,2005,8,3,Friday
75,1996-12-12 00:00:00,1996,12,4,Thursday
330770,2015-09-14 00:00:00,2015,9,3,Monday
9433,1997-09-06 00:00:00,1997,9,3,Saturday
19959,2009-09-24 00:00:00,2009,9,3,Thursday
11973,2000-12-24 00:00:00,2000,12,4,Sunday
11228,1996-12-06 00:00:00,1996,12,4,Friday
77951,2013-12-18 00:00:00,2013,12,4,Wednesday
5491,2000-05-10 00:00:00,2000,5,2,Wednesday
10715,2003-11-14 00:00:00,2003,11,4,Friday
10197,2009-12-03 00:00:00,2009,12,4,Thursday
9562,2003-11-26 00:00:00,2003,11,4,Wednesday
9922,1997-12-25 00:00:00,1997,12,4,Thursday
9447,1998-11-25 00:00:00,1998,11,4,Wednesday
274854,2015-10-21 00:00:00,2015,10,4,Wednesday
8870,2000-11-10 00:00:00,2000,11,4,Friday
9992,2006-12-13 00:00:00,2006,12,4,Wednesday
36970,2009-10-17 00:00:00,2009,10,4,Saturday
10077,2005-05-15 00:00:00,2005,5,2,Sunday
76649,2014-02-18 00:00:00,2014,2,1,Tuesday
293644,2015-10-30 00:00:00,2015,10,4,Friday
453,2001-12-11 00:00:00,2001,12,4,Tuesday
8587,1994-06-23 00:00:00,1994,6,2,Thursday
72545,2012-01-19 00:00:00,2012,1,1,Thursday
109451,2013-09-26 00:00:00,2013,9,3,Thursday
9533,2002-09-29 00:00:00,2002,9,3,Sunday
