movie_id,budget,revenue,runtime,popularity,vote_average,vote_count,profit,ROI
179,80000000.0,162944923.0,128.0,18.69984,6.2,392,82944923.0,1.0368115375
180,102000000.0,358372926.0,145.0,65.948959,7.1,2608,256372926.0,2.5134600588235294
182,32000000.0,5914908.0,108.0,5.347936,5.9,86,-26085092.0,-0.815159125
184,12000000.0,39673162.0,154.0,40.631671,7.3,1514,27673162.0,2.306096833333333
186,27000000.0,56308881.0,110.0,36.921445,7.4,1323,29308881.0,1.085514111111111
187,40000000.0,158733820.0,124.0,66.003433,7.2,2691,118733820.0,2.9683455
189,65000000.0,39407616.0,102.0,85.428395,6.3,1286,-25592384.0,-0.39372898461538464
193,38000000.0,120000000.0,118.0,14.779041,6.4,452,82000000.0,2.1578947368421053
194,10000000.0,173921954.0,122.0,73.720244,7.8,3310,163921954.0,16.3921954
196,40000000.0,244527583.0,118.0,45.769562,7.1,2900,204527583.0,5.113189575
197,72000000.0,210000000.0,177.0,60.722162,7.7,3336,138000000.0,1.9166666666666667
199,46000000.0,150000000.0,111.0,25.6713,7.0,661,104000000.0,2.260869565217391
200,70000000.0,118000000.0,103.0,19.711951,6.3,391,48000000.0,0.6857142857142857
201,60000000.0,67312826.0,117.0,21.605533,6.1,479,7312826.0,0.12188043333333333
203,500000.0,3000000.0,110.0,17.002096,7.2,345,2500000.0,5.0
205,17500000.0,38000000.0,121.0,28.60542,7.5,793,20500000.0,1.1714285714285715
207,16400000.0,235860116.0,129.0,55.458584,8.1,2705,219460116.0,13.381714390243902
214,10000000.0,163876815.0,108.0,33.124871,6.1,1071,153876815.0,15.3876815
215,4000000.0,152925093.0,92.0,42.187986,6.3,1251,148925093.0,37.23127325
217,185000000.0,786636033.0,122.0,75.674458,5.7,2495,601636033.0,3.2520866648648648
218,6400000.0,78371200.0,108.0,74.234793,7.3,4128,71971200.0,11.2455
219,12899867.0,85582407.0,121.0,19.747809,7.3,406,72682540.0,5.634363517081223
223,1288000.0,6000000.0,130.0,18.426825,7.7,336,4712000.0,3.658385093167702
226,2000000.0,11540607.0,118.0,15.557144,7.2,353,9540607.0,4.7703035
227,10000000.0,33697647.0,91.0,13.455373,6.9,291,23697647.0,2.3697647
231,50000000.0,94000000.0,128.0,16.871194,6.3,451,44000000.0,0.88
235,8000000.0,52287414.0,89.0,51.109279,7.8,1522,44287414.0,5.53592675
238,6000000.0,245066411.0,175.0,143.659698,8.4,5893,239066411.0,39.844401833333336
239,2883848.0,25000000.0,122.0,39.30982,8.0,808,22116152.0,7.6689728446159435
240,13000000.0,47542841.0,200.0,105.792936,8.3,3338,34542841.0,2.6571416153846155
242,54000000.0,136766062.0,162.0,59.194915,7.1,1546,82766062.0,1.5327048518518518
243,30000000.0,47126295.0,113.0,23.982956,7.0,628,17126295.0,0.5708765
245,27000000.0,129000000.0,101.0,28.227984,6.6,607,102000000.0,3.7777777777777777
248,2900000.0,5000000.0,136.0,3.370225,7.3,25,2100000.0,0.7241379310344828
251,22000000.0,505000000.0,127.0,41.967005,6.9,1339,483000000.0,21.954545454545453
252,3000000.0,4000000.0,100.0,23.981601,7.4,798,1000000.0,0.3333333333333333
253,7000000.0,161777836.0,121.0,30.465138,6.4,533,154777836.0,22.111119428571428
254,207000000.0,550000000.0,187.0,61.22601,6.6,2337,343000000.0,1.6570048309178744
257,50000000.0,42093706.0,130.0,20.415572,6.7,274,-7906294.0,-0.15812588
261,3000000.0,17570324.0,108.0,16.553594,7.6,165,14570324.0,4.8567746666666665
268,35000000.0,411348924.0,126.0,44.104469,7.0,2096,376348924.0,10.7528264
272,150000000.0,374218673.0,140.0,115.040024,7.5,7359,224218673.0,1.4947911533333333
274,19000000.0,272742922.0,119.0,18.174804,8.1,4443,253742922.0,13.354890631578947
277,22000000.0,95708457.0,121.0,81.829237,6.6,2512,73708457.0,3.350384409090909
278,25000000.0,28341469.0,142.0,136.747729,8.5,8205,3341469.0,0.13365876
279,18000000.0,51973029.0,160.0,31.82675,7.8,1076,33973029.0,1.8873905
280,100000000.0,520000000.0,137.0,101.74155,7.7,4185,420000000.0,4.2
284,3000000.0,25000000.0,125.0,22.889294,8.1,483,22000000.0,7.333333333333333
285,300000000.0,961000000.0,169.0,139.082615,6.9,4500,661000000.0,2.203333333333333
288,730000.0,8000000.0,85.0,18.644023,7.6,334,7270000.0,9.95890410958904
289,878000.0,10462500.0,102.0,43.729123,7.9,1422,9584500.0,10.916287015945331
291,2600000.0,3166000.0,105.0,0.895946,7.6,23,566000.0,0.21769230769230768
292,3000000.0,11718595.0,100.0,1.697846,6.4,28,8718595.0,2.906198333333333
296,200000000.0,435000000.0,109.0,69.405188,5.9,2143,235000000.0,1.175
297,90000000.0,142940100.0,178.0,36.069611,6.9,1147,52940100.0,0.5882233333333333
298,85000000.0,311312624.0,122.0,42.069993,6.5,1999,226312624.0,2.6625014588235296
302,7800000.0,22441323.0,102.0,11.000654,6.4,153,14641323.0,1.8770926923076923
306,50000000.0,119208989.0,104.0,20.333953,5.5,434,69208989.0,1.38417978
309,1300000.0,,105.0,10.240917,7.7,207,,
310,80000000.0,484572835.0,101.0,109.684788,6.4,3012,404572835.0,5.0571604375
311,30000000.0,,229.0,49.336397,8.2,1069,,
314,100000000.0,82102379.0,104.0,32.271938,4.2,808,-17897621.0,-0.17897621
319,12500000.0,12281551.0,120.0,35.268557,7.5,749,-218449.0,-0.01747592
320,46000000.0,113714830.0,118.0,41.322708,6.8,1148,67714830.0,1.4720615217391304
321,4361898.0,3031801.0,92.0,2.080741,5.6,28,-1330097.0,-0.30493537446313507
322,25000000.0,156822020.0,138.0,31.242999,7.6,1422,131822020.0,5.2728808
326,33000000.0,62022014.0,105.0,19.642328,5.1,497,29022014.0,0.8794549696969697
327,12000000.0,15250000.0,114.0,5.327714,6.8,107,3250000.0,0.2708333333333333
329,63000000.0,920100000.0,127.0,40.413191,7.6,4856,857100000.0,13.604761904761904
330,73000000.0,229074524.0,129.0,2.502487,6.2,2487,156074524.0,2.1380071780821917
331,93000000.0,368780809.0,92.0,1.859364,5.7,2077,275780809.0,2.9653850430107527
332,75000000.0,,78.0,17.561955,4.3,318,,
334,37000000.0,48451803.0,188.0,30.993736,7.5,825,11451803.0,0.3095081891891892
335,5000000.0,5321508.0,175.0,49.333137,8.1,1128,321508.0,0.0643016
338,4800000.0,79384880.0,121.0,11.086001,7.4,586,74584880.0,15.538516666666666
342,2700000.0,,98.0,3.120747,6.7,59,,
345,65000000.0,162091208.0,159.0,27.870312,7.1,1234,97091208.0,1.4937108923076923
346,2000000.0,271841.0,207.0,39.756748,8.2,878,-1728159.0,-0.8640795
348,11000000.0,104931801.0,117.0,94.184658,7.9,4470,93931801.0,8.539254636363637
350,35000000.0,326551094.0,109.0,83.893257,7.0,3088,291551094.0,8.330031257142856
364,80000000.0,280000000.0,126.0,59.113174,6.6,1673,200000000.0,2.5
377,1800000.0,25504513.0,91.0,38.204158,7.2,1180,23704513.0,13.169173888888889
380,25000000.0,412800000.0,133.0,49.510658,7.6,1709,387800000.0,15.512
387,14000000.0,85000000.0,149.0,26.967494,7.9,613,71000000.0,5.071428571428571
388,45000000.0,184376254.0,129.0,45.220386,7.3,1630,139376254.0,3.097250088888889
389,350000.0,1000000.0,96.0,59.259204,8.2,2078,650000.0,1.8571428571428572
391,200000.0,14500000.0,99.0,38.771062,7.6,883,14300000.0,71.5
392,25000000.0,152500343.0,121.0,28.727731,6.8,951,127500343.0,5.10001372
393,30000000.0,152159461.0,136.0,50.622607,7.6,3948,122159461.0,4.071982033333334
395,70000000.0,171183863.0,101.0,42.957216,5.5,1217,101183863.0,1.4454837571428572
398,7000000.0,49084830.0,114.0,17.434862,6.8,384,42084830.0,6.012118571428571
400,8000000.0,529766.0,116.0,6.932221,6.7,85,-7470234.0,-0.93377925
401,2500000.0,26781723.0,102.0,30.583959,7.1,618,24281723.0,9.7126892
403,7500000.0,145793296.0,99.0,19.585801,7.0,350,138293296.0,18.439106133333333
404,10000000.0,,112.0,15.280261,7.7,306,,
408,1488423.0,184925486.0,83.0,80.171283,6.9,1914,183437063.0,123.24256142239135
409,27000000.0,231976425.0,162.0,29.381878,7.0,542,204976425.0,7.591719444444444
411,180000000.0,748806957.0,143.0,67.391328,6.7,2629,568806957.0,3.16003865
414,100000000.0,336529144.0,121.0,48.205606,5.2,1498,236529144.0,2.36529144
415,125000000.0,238207122.0,125.0,50.073575,4.2,1418,113207122.0,0.905656976
421,50000000.0,34808403.0,119.0,25.237969,7.1,775,-15191597.0,-0.30383194
423,35000000.0,120072577.0,150.0,50.587541,8.0,1864,85072577.0,2.4306450571428573
424,22000000.0,321365567.0,195.0,104.469351,8.3,4329,299365567.0,13.607525772727273
425,59000000.0,383257136.0,81.0,99.561972,7.1,3857,324257136.0,5.495883661016949
429,1200000.0,6000000.0,161.0,88.377076,8.1,2311,4800000.0,4.0
431,250000.0,501818.0,90.0,44.656151,6.9,1069,251818.0,1.007272
433,6000000.0,102272727.0,139.0,59.961523,7.4,1183,96272727.0,16.0454545
435,125000000.0,544272402.0,124.0,41.380094,6.2,2392,419272402.0,3.354179216
436,,,101.0,3.027892,6.9,101,,
440,40000000.0,41797066.0,94.0,39.381913,4.9,740,1797066.0,0.04492665
451,3600000.0,49800000.0,112.0,22.030517,7.1,360,46200000.0,12.833333333333334
453,60000000.0,313542341.0,135.0,59.248437,7.7,3009,253542341.0,4.2257056833333335
454,14500000.0,147298761.0,120.0,41.493042,6.7,1374,132798761.0,9.15853524137931
455,3500159.0,76578641.0,112.0,22.054546,6.2,578,73078482.0,20.878617799934233
462,52000000.0,256271286.0,131.0,30.347332,7.1,716,204271286.0,3.9282939615384613
464,,,132.0,4.321249,6.9,42,,
468,2500000.0,,104.0,10.363642,7.1,212,,
470,20000000.0,60427839.0,124.0,32.243357,7.2,918,40427839.0,2.02139195
473,60000.0,3221152.0,84.0,27.788067,7.1,586,3161152.0,52.68586666666667
479,46000000.0,107196498.0,99.0,19.643365,5.5,308,61196498.0,1.330358652173913
480,,,114.0,8.109958,6.8,57,,
489,10000000.0,225933435.0,126.0,43.734886,7.9,2811,215933435.0,21.5933435
492,13000000.0,22863596.0,112.0,27.546914,7.3,1101,9863596.0,0.7587381538461538
496,18000000.0,261572744.0,82.0,29.487784,6.5,1579,243572744.0,13.531819111111112
497,60000000.0,284600000.0,189.0,103.698022,8.2,4048,224600000.0,3.743333333333333
500,1200000.0,14661007.0,99.0,66.925866,8.0,3697,13461007.0,11.217505833333334
503,160000000.0,181674817.0,99.0,21.133748,5.5,583,21674817.0,0.13546760625
504,8000000.0,60378584.0,110.0,19.683187,7.0,485,52378584.0,6.547323
507,1500000.0,418961.0,96.0,5.817519,6.1,111,-1081039.0,-0.7206926666666666
508,40000000.0,244931766.0,135.0,37.073127,7.0,1869,204931766.0,5.12329415
509,42000000.0,363889678.0,124.0,28.969151,7.0,1262,321889678.0,7.664039952380953
510,3000000.0,108981275.0,133.0,127.525581,8.2,2919,105981275.0,35.32709166666667
512,4000000.0,31584901.0,96.0,17.229537,6.4,420,27584901.0,6.89622525
522,18000000.0,5887457.0,127.0,24.548633,7.3,630,-12112543.0,-0.6729190555555555
524,52000000.0,116112375.0,178.0,40.06688,7.8,1307,64112375.0,1.2329302884615385
525,27000000.0,115229890.0,133.0,44.714264,7.5,1065,88229890.0,3.267773703703704
526,20000000.0,18432000.0,121.0,14.370111,6.8,260,-1568000.0,-0.0784
533,30000000.0,192452832.0,85.0,30.380747,6.8,643,162452832.0,5.4150944
534,200000000.0,371353001.0,115.0,71.862892,5.9,2463,171353001.0,0.856765005
535,4000000.0,92921203.0,95.0,18.422323,6.1,302,88921203.0,22.23030075
539,806948.0,32000000.0,109.0,93.067866,8.2,2320,31193052.0,38.655591190510414
540,3500000.0,,91.0,6.396936,5.6,90,,
542,1800000.0,,118.0,2.179428,6.2,36,,
544,23000000.0,369884651.0,119.0,57.110486,6.5,1590,346884651.0,15.081941347826087
546,1000000.0,13350369.0,103.0,9.773398,6.9,144,12350369.0,12.350369
547,60000000.0,186883563.0,170.0,12.867352,6.7,292,126883563.0,2.11472605
549,2962051.0,3011195.0,108.0,3.636634,6.6,94,49144.0,0.01659120656599093
550,63000000.0,100853753.0,139.0,146.757391,8.3,9413,37853753.0,0.6008532222222223
557,139000000.0,821708551.0,121.0,82.502566,6.8,5265,682708551.0,4.911572309352518
558,200000000.0,783766341.0,127.0,35.149586,6.7,4321,583766341.0,2.918831705
559,258000000.0,890871626.0,139.0,115.699814,5.9,3576,632871626.0,2.4529907984496124
562,28000000.0,140767956.0,131.0,66.169628,7.5,3948,112767956.0,4.027427
563,105000000.0,121214377.0,129.0,58.782359,6.7,1560,16214377.0,0.1544226380952381
568,52000000.0,355237933.0,140.0,68.140214,7.3,1599,303237933.0,5.831498711538462
573,3500000.0,12600000.0,116.0,10.219942,7.1,158,9100000.0,2.6
576,6244087.0,638641.0,145.0,14.970654,7.6,259,-5605446.0,-0.8977206755767496
577,20000000.0,21284514.0,106.0,12.309715,6.7,175,1284514.0,0.0642257
578,7000000.0,470654000.0,124.0,50.152327,7.5,2542,463654000.0,66.23628571428571
579,20000000.0,187884007.0,116.0,19.636044,5.9,406,167884007.0,8.39420035
580,23000000.0,51881013.0,89.0,12.777008,3.5,224,28881013.0,1.2556962173913044
581,22000000.0,424208848.0,181.0,45.707835,7.6,1046,402208848.0,18.282220363636362
582,2000000.0,70000000.0,137.0,34.938177,7.9,958,68000000.0,34.0
584,76000000.0,236350661.0,107.0,10.520961,6.2,2028,160350661.0,2.1098771184210525
585,115000000.0,562816256.0,92.0,106.815545,7.5,5996,447816256.0,3.8940544
586,15000000.0,64256513.0,97.0,13.581966,6.7,270,49256513.0,3.283767533333333
587,70000000.0,122919055.0,125.0,46.199482,7.6,1994,52919055.0,0.7559865
588,50000000.0,97607453.0,125.0,32.927994,6.3,1067,47607453.0,0.95214906
590,25000000.0,41597830.0,114.0,20.953265,7.0,451,16597830.0,0.6639132
591,125000000.0,767820459.0,149.0,45.313197,6.5,2704,642820459.0,5.142563672
592,1600000.0,4420000.0,113.0,20.810292,7.5,372,2820000.0,1.7625
593,,,167.0,24.132271,7.7,357,,
594,60000000.0,219417255.0,128.0,57.753914,7.0,1910,159417255.0,2.65695425
595,2000000.0,13129846.0,129.0,22.139842,8.0,657,11129846.0,5.564923
597,200000000.0,1845034188.0,194.0,100.025899,7.5,7562,1645034188.0,8.22517094
598,3300000.0,30641770.0,130.0,44.356711,8.1,1814,27341770.0,8.28538484848485
601,10500000.0,792910554.0,115.0,56.105798,7.3,3269,782410554.0,74.51529085714286
602,75000000.0,816969268.0,145.0,60.442593,6.7,3260,741969268.0,9.892923573333332
603,63000000.0,463517383.0,136.0,104.309993,7.9,8907,400517383.0,6.357418777777778
604,150000000.0,738599701.0,138.0,70.78591,6.7,3443,588599701.0,3.923998006666667
605,150000000.0,424988211.0,129.0,73.313918,6.4,3096,274988211.0,1.83325474
606,31000000.0,128499205.0,161.0,13.864975,7.0,279,97499205.0,3.1451356451612904
607,90000000.0,589390539.0,98.0,104.121555,6.9,4412,499390539.0,5.548783766666666
608,140000000.0,441818803.0,88.0,91.332849,6.0,3114,301818803.0,2.1558485928571427
609,10700000.0,122200000.0,114.0,36.230204,7.0,794,111500000.0,10.42056074766355
612,70000000.0,130358911.0,164.0,29.035222,6.9,696,60358911.0,0.8622701571428572
613,18339750.0,92180910.0,156.0,32.445895,7.7,1037,73841160.0,4.026290434711488
615,30000000.0,611899420.0,127.0,38.171417,6.9,864,581899420.0,19.396647333333334
616,140000000.0,456758981.0,154.0,52.341226,7.3,1895,316758981.0,2.26256415
617,20000000.0,67200000.0,108.0,25.041992,6.3,444,47200000.0,2.36
619,25000000.0,411006740.0,129.0,26.576385,6.1,661,386006740.0,15.4402696
621,6000000.0,181813770.0,110.0,67.608041,7.2,1581,175813770.0,29.302295
622,38000000.0,58401898.0,133.0,30.359164,6.3,756,20401898.0,0.5368920526315789
627,4000000.0,16491080.0,93.0,63.513324,7.8,2655,12491080.0,3.12277
628,60000000.0,223664608.0,123.0,50.163785,7.2,1516,163664608.0,2.7277434666666664
629,6000000.0,23341568.0,106.0,64.025031,8.1,3254,17341568.0,2.890261333333333
630,2777000.0,33754967.0,102.0,67.417542,7.4,1642,30977967.0,11.15519157364062
634,25000000.0,281929795.0,97.0,35.310712,6.5,1356,256929795.0,10.2771918
639,16000000.0,92823546.0,96.0,18.430419,7.3,950,76823546.0,4.801471625
640,52000000.0,352114312.0,141.0,73.944049,7.7,3795,300114312.0,5.771429076923077
641,4500000.0,7390108.0,102.0,11.573034,7.9,2443,2890108.0,0.6422462222222223
642,6000000.0,102308889.0,110.0,24.499996,7.4,650,96308889.0,16.0514815
644,100000000.0,235926552.0,146.0,34.035114,6.8,1974,135926552.0,1.35926552
646,950000.0,59600000.0,110.0,48.901542,6.9,940,58650000.0,61.73684210526316
650,6500000.0,57504069.0,112.0,17.705671,7.4,364,51004069.0,7.846779846153846
652,175000000.0,497409852.0,163.0,66.803149,6.9,2759,322409852.0,1.8423420114285713
654,910000.0,9600000.0,108.0,16.015599,8.0,357,8690000.0,9.54945054945055
657,2000000.0,78898765.0,115.0,41.298723,6.9,760,76898765.0,38.4493825
658,2500000.0,124881062.0,110.0,47.812466,7.2,987,122381062.0,48.9524248
660,5500000.0,141195658.0,130.0,31.036,6.5,562,135695658.0,24.671937818181817
663,10000000.0,139352633.0,93.0,29.244768,5.9,903,129352633.0,12.9352633
664,92000000.0,494471524.0,113.0,32.079995,6.1,950,402471524.0,4.374690478260869
666,2900000.0,5596708.0,113.0,5.928937,7.6,126,2696708.0,0.9298993103448275
667,9500000.0,111584787.0,117.0,28.675891,6.5,531,102084787.0,10.74576705263158
668,6500000.0,81974493.0,142.0,25.289665,6.5,456,75474493.0,11.611460461538462
670,3000000.0,14980005.0,120.0,56.76349,8.0,1945,11980005.0,3.993335
671,125000000.0,976475550.0,152.0,109.984351,7.5,7006,851475550.0,6.8118044
672,100000000.0,876688482.0,161.0,132.397737,7.4,5815,776688482.0,7.76688482
673,130000000.0,789804554.0,141.0,79.679601,7.7,5877,659804554.0,5.075419646153846
674,150000000.0,895921036.0,157.0,101.250416,7.5,5608,745921036.0,4.9728069066666665
675,150000000.0,938212738.0,138.0,78.144395,7.4,5494,788212738.0,5.254751586666667
676,140000000.0,449220945.0,183.0,34.20669,6.6,1791,309220945.0,2.208721035714286
679,18500000.0,183316455.0,137.0,67.66094,7.7,3220,164816455.0,8.908997567567567
680,8000000.0,213928762.0,154.0,121.463076,8.3,8428,205928762.0,25.74109525
681,7200000.0,116019547.0,120.0,34.634181,6.3,553,108819547.0,15.113825972222223
682,7000000.0,97572000.0,125.0,30.214716,6.3,524,90572000.0,12.938857142857144
686,90000000.0,171120329.0,150.0,55.249434,7.2,1308,81120329.0,0.9013369888888889
687,11000000.0,39363635.0,122.0,15.864928,7.3,337,28363635.0,2.5785122727272727
688,24000000.0,182016617.0,135.0,17.606087,7.3,385,158016617.0,6.584025708333333
691,14000000.0,185438673.0,125.0,27.17347,6.6,507,171438673.0,12.2456195
692,12000.0,6000000.0,93.0,4.553644,6.2,110,5988000.0,499.0
693,80000000.0,516642939.0,115.0,32.829538,6.1,1373,436642939.0,5.4580367375
694,19000000.0,44017374.0,144.0,78.699993,8.1,3757,25017374.0,1.3167038947368421
698,34000000.0,210308099.0,126.0,29.887404,5.9,541,176308099.0,5.1855323235294115
699,28000000.0,195312802.0,127.0,26.090746,6.3,490,167312802.0,5.975457214285714
700,27500000.0,187500000.0,131.0,25.633663,6.2,527,160000000.0,5.818181818181818
702,1800000.0,8000000.0,125.0,14.884756,7.6,281,6200000.0,3.4444444444444446
703,4000000.0,38251425.0,93.0,35.892034,7.8,1010,34251425.0,8.56285625
704,560000.0,12299668.0,88.0,10.730056,7.3,168,11739668.0,20.963692857142856
707,30000000.0,152427960.0,131.0,27.230493,6.0,506,122427960.0,4.080932
708,40000000.0,191185897.0,130.0,23.331459,6.2,440,151185897.0,3.779647425
709,32000000.0,156167015.0,133.0,28.22119,5.9,541,124167015.0,3.88021921875
710,58000000.0,352194034.0,130.0,59.824565,6.6,1174,294194034.0,5.072310931034483
711,43000000.0,80049764.0,136.0,19.043286,7.0,302,37049764.0,0.8616224186046512
712,6000000.0,254700832.0,117.0,29.834065,6.6,632,248700832.0,41.45013866666667
713,7000000.0,116700000.0,121.0,17.681707,7.1,281,109700000.0,15.67142857142857
714,110000000.0,333011068.0,119.0,42.887121,6.0,925,223011068.0,2.0273733454545453
744,15000000.0,356830601.0,110.0,58.900647,6.7,1698,341830601.0,22.788706733333335
